*N2O emissions output file

*DSSAT Cropping System Model Ver. 4.8.2.010 -develop  JUL 08, 2024 16:11:18

*RUN   1        : 0 KG N/HA                 CSCER048 RORO7401    1
 MODEL          : CSCER048 - Wheat
 EXPERIMENT     : RORO7401 WH N RESPONSE,ROTHAMSTED  8FE(N)  (DSSAT3)
 DATA PATH      : C:\DSSAT48\Wheat\
 TREATMENT  1   : 0 KG N/HA                 CSCER048
  
!              |------------------------------ Cumulative -----------------------------|------------------------------ Daily ----------------------------------|
!               N2Oemit  N2emit  NOemit   Denit  Nitrif   N2O-denit+nit      N2      NO N2Oemit  N2emit  NOemit   Denit  Nitrif   N2O-denit+nit      N2      NO   Denitrification (g[N]/ha) by soil depth (cm):                                   Nitrification (g[N]/ha) by soil depth (cm):                                     N2O flux (g[N]/ha) by soil depth (cm):                                          N2 flux (g[N]/ha) by soil depth (cm):                                           NO flux (g[N]/ha) by soil depth (cm):
!                 kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha     0-5    5-15   15-25   25-35   35-45   45-55   55-65   65-95  95-125 125-155     0-5    5-15   15-25   25-35   35-45   45-55   55-65   65-95  95-125 125-155     0-5    5-15   15-25   25-35   35-45   45-55   55-65   65-95  95-125 125-155     0-5    5-15   15-25   25-35   35-45   45-55   55-65   65-95  95-125 125-155     0-5    5-15   15-25   25-35   35-45   45-55   55-65   65-95  95-125 125-155
@YEAR DOY   DAS   N2OEC    N2EC    NOEC    NDNC    NITC   N2ODC   N2ONC   N2FLC   NOFLC  N2OGED   N2GED   NOGED    NDND   NITRD   N2ODD   N2OND   N2FLD   NOFLD   NDN1D   NDN2D   NDN3D   NDN4D   NDN5D   NDN6D   NDN7D   NDN8D   NDN9D   NDN10   NIT1D   NIT2D   NIT3D   NIT4D   NIT5D   NIT6D   NIT7D   NIT8D   NIT9D   NIT10   N2O1D   N2O2D   N2O3D   N2O4D   N2O5D   N2O6D   N2O7D   N2O8D   N2O9D   N2O10   N2F1D   N2F2D   N2F3D   N2F4D   N2F5D   N2F6D   N2F7D   N2F8D   N2F9D   N2F10   NOF1D   NOF2D   NOF3D   NOF4D   NOF5D   NOF6D   NOF7D   NOF8D   NOF9D   NOF10
 1975 010    71    0.14    0.72    0.11    1.61    31.3   0.219   0.031   1.387   0.180     2.8    15.3     1.6     7.3      41    0.90    0.04    6.41    0.74     0.0     0.0     0.1     0.3     0.9     0.7     0.7     2.8     1.1     0.7      0.      0.      3.     10.      8.      1.      1.      6.      5.      6.     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.4     0.1     0.1     0.0     0.0     0.1     0.3     0.8     0.6     0.6     2.4     1.0     0.6     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.3     0.1     0.0
 1975 011    72    0.14    0.74    0.11    1.61    31.3   0.220   0.031   1.393   0.181     2.8    15.3     1.6     7.2      42    0.83    0.04    6.37    0.69     0.0     0.0     0.1     0.4     0.8     0.7     0.7     1.8     1.2     1.5      0.      0.      4.     10.      8.      1.      1.      6.      5.      6.     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.3     0.1     0.1     0.0     0.0     0.1     0.4     0.7     0.6     0.6     1.5     1.1     1.4     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.2     0.1     0.1
 1975 012    73    0.15    0.75    0.11    1.62    31.3   0.221   0.031   1.399   0.181     2.8    15.3     1.6     6.9      42    0.79    0.04    6.10    0.67     0.0     0.0     0.1     0.4     0.7     0.6     0.7     1.7     1.2     1.5      0.      0.      4.     10.      8.      1.      1.      6.      5.      6.     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.3     0.1     0.1     0.0     0.0     0.1     0.3     0.6     0.6     0.6     1.5     1.0     1.4     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.2     0.1     0.1
 1975 013    74    0.15    0.76    0.11    1.63    31.4   0.222   0.032   1.408   0.182     2.0    11.2     1.2     9.8      41    1.09    0.04    8.72    0.88     0.0     0.1     0.4     1.1     1.2     0.9     0.9     2.6     1.2     1.5      0.      0.      3.      9.      8.      1.      1.      6.      5.      6.     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.4     0.1     0.1     0.0     0.1     0.4     1.0     1.1     0.8     0.7     2.2     1.0     1.4     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.3     0.1     0.1
 1975 014    75    0.15    0.78    0.12    1.64    31.4   0.223   0.032   1.415   0.183     2.4    13.7     1.4     7.8      40    0.91    0.04    6.86    0.75     0.0     0.0     0.2     0.5     0.5     0.8     0.8     2.4     1.1     1.5      0.      0.      4.      9.      8.      1.      1.      6.      5.      6.     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.4     0.1     0.1     0.0     0.0     0.2     0.4     0.5     0.7     0.7     2.1     1.0     1.3     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.3     0.1     0.1
 1975 015    76    0.15    0.79    0.12    1.65    31.5   0.224   0.032   1.423   0.184     2.1    12.0     1.3     9.0      40    1.00    0.04    8.03    0.81     0.0     0.0     0.3     0.9     0.9     0.8     0.9     1.6     2.3     1.4      0.      0.      4.      8.      8.      1.      1.      6.      5.      6.     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.2     0.3     0.1     0.0     0.0     0.2     0.8     0.8     0.7     0.7     1.3     2.0     1.3     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.2     0.2     0.1
 1975 016    77    0.15    0.80    0.12    1.66    31.5   0.225   0.032   1.433   0.185     2.1    11.9     1.2    12.1      38    1.33    0.04   10.76    1.03     0.0     0.0     0.5     1.6     1.7     1.2     1.1     2.6     2.2     1.4      0.      0.      4.      8.      7.      1.      1.      6.      5.      6.     0.0     0.0     0.0     0.1     0.2     0.2     0.2     0.4     0.3     0.1     0.0     0.0     0.4     1.5     1.5     1.0     0.9     2.2     1.9     1.3     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.3     0.2     0.1
 1975 017    78    0.16    0.81    0.12    1.67    31.5   0.227   0.032   1.446   0.186     2.1    11.6     1.2    14.3      35    1.51    0.03   12.75    1.11     0.0     0.0     0.6     2.4     2.8     1.9     1.6     1.9     1.7     1.2      0.      0.      3.      6.      6.      1.      1.      6.      5.      6.     0.0     0.0     0.0     0.2     0.3     0.2     0.2     0.3     0.2     0.1     0.0     0.0     0.6     2.2     2.5     1.6     1.4     1.7     1.5     1.1     0.0     0.0     0.0     0.1     0.2     0.2     0.2     0.2     0.2     0.1
 1975 018    79    0.16    0.82    0.12    1.69    31.6   0.229   0.032   1.462   0.187     2.0    11.4     1.2    17.8      32    1.88    0.03   15.90    1.28     0.0     0.0     0.7     3.1     4.0     2.8     2.4     2.1     1.6     1.1      0.      0.      3.      5.      5.      1.      1.      6.      5.      6.     0.0     0.0     0.0     0.2     0.4     0.4     0.3     0.3     0.2     0.1     0.0     0.0     0.7     2.9     3.6     2.4     2.0     1.8     1.4     1.0     0.0     0.0     0.0     0.1     0.2     0.2     0.2     0.2     0.1     0.1
 1975 019    80    0.16    0.83    0.12    1.72    31.6   0.232   0.032   1.486   0.189     1.9    10.9     1.1    27.2      27    2.90    0.03   24.28    1.69     0.0     0.0     1.2     4.2     7.0     4.7     3.9     3.0     1.9     1.2      0.      0.      2.      4.      4.      1.      1.      5.      5.      6.     0.0     0.0     0.0     0.3     0.7     0.6     0.6     0.4     0.2     0.1     0.0     0.0     1.2     3.9     6.3     4.1     3.4     2.6     1.7     1.1     0.0     0.0     0.0     0.1     0.3     0.3     0.3     0.3     0.2     0.1
 1975 020    81    0.16    0.84    0.12    1.75    31.6   0.236   0.032   1.516   0.191     1.9    10.8     1.1    33.9      24    4.28    0.02   29.58    2.29     0.0     0.0     0.0     0.0     6.6     6.7     8.1     7.2     3.6     1.8      0.      0.      2.      4.      3.      0.      1.      4.      4.      5.     0.0     0.0     0.0     0.0     0.6     0.8     1.2     1.1     0.4     0.1     0.0     0.0     0.0     0.0     6.0     5.8     6.9     6.1     3.2     1.6     0.0     0.0     0.0     0.0     0.3     0.4     0.5     0.7     0.3     0.1
 1975 021    82    0.16    0.85    0.12    1.79    31.6   0.241   0.032   1.550   0.194     1.8    10.2     1.1    39.8      20    5.42    0.02   34.38    2.61     0.0     0.0     0.0     0.0     0.0     0.0     0.0    24.2    11.0     4.5      0.      0.      2.      3.      3.      0.      1.      3.      3.      5.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.7     1.4     0.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0    20.5     9.7     4.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.6     0.7     0.2
 1975 022    83    0.17    0.86    0.13    1.83    31.7   0.247   0.032   1.587   0.196     1.7    10.1     1.0    42.4      19    5.57    0.02   36.79    2.72     0.0     0.0     0.0     0.0     0.0     0.0     0.0    21.3    14.0     7.0      0.      0.      1.      3.      3.      0.      1.      3.      3.      4.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.2     1.8     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0    18.1    12.2     6.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.5     0.9     0.3
 1975 023    84    0.17    0.87    0.13    1.87    31.7   0.252   0.032   1.622   0.199     1.6     9.5     1.0    39.6      19    5.06    0.02   34.55    2.61     0.0     0.0     0.0     0.0     0.0     0.0     0.0    17.1    14.0     8.5      0.      0.      2.      3.      3.      0.      1.      3.      3.      4.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.5     1.8     0.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0    14.6    12.2     7.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.3     0.9     0.4
 1975 024    85    0.17    0.88    0.13    1.91    31.7   0.256   0.032   1.652   0.201     1.8    10.2     1.0    35.0      20    4.38    0.02   30.64    2.40     0.0     0.0     0.0     0.0     0.0     0.0     0.0    13.6    12.6     8.8      0.      0.      2.      3.      3.      0.      1.      3.      3.      4.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.0     1.6     0.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0    11.6    11.0     8.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.1     0.9     0.4
 1975 025    86    0.17    0.89    0.13    1.94    31.7   0.260   0.032   1.681   0.204     1.6     9.5     1.0    32.9      20    4.10    0.02   28.80    2.32     0.0     0.0     0.0     0.0     0.0     0.0     0.0    12.7    11.6     8.6      0.      0.      2.      4.      3.      0.      1.      4.      3.      4.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.9     1.5     0.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0    10.8    10.1     7.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.1     0.8     0.4
 1975 026    87    0.17    0.90    0.13    1.97    31.7   0.264   0.032   1.707   0.206     1.7     9.8     1.0    29.7      22    3.68    0.02   26.07    2.17     0.0     0.0     0.0     0.0     0.0     0.0     0.0    11.1    10.5     8.1      0.      0.      2.      4.      3.      0.      1.      4.      4.      4.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.6     1.3     0.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     9.5     9.2     7.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.0     0.8     0.4
 1975 027    88    0.17    0.91    0.13    2.02    31.8   0.270   0.032   1.749   0.209     1.6     9.3     1.0    47.6      20    6.06    0.02   41.52    3.08     0.0     0.0     0.0     0.0     0.0     0.0     6.6    18.9    13.2     8.8      0.      0.      2.      4.      3.      0.      1.      3.      3.      4.     0.0     0.0     0.0     0.0     0.0     0.0     0.8     2.8     1.7     0.8     0.0     0.0     0.0     0.0     0.0     0.0     5.8    16.2    11.5     8.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     1.4     0.9     0.5
 1975 028    89    0.18    0.92    0.13    2.07    31.8   0.277   0.032   1.798   0.212     1.5     8.8     0.9    55.8      19    6.56    0.02   49.20    3.28     0.0     0.0     0.0     0.0     3.7     4.5     6.3    17.6    14.1     9.5      0.      0.      1.      3.      3.      0.      1.      3.      3.      4.     0.0     0.0     0.0     0.0     0.2     0.4     0.7     2.5     1.8     0.9     0.0     0.0     0.0     0.0     3.5     4.1     5.6    15.0    12.3     8.6     0.0     0.0     0.0     0.0     0.1     0.2     0.3     1.3     0.9     0.5
 1975 029    90    0.18    0.93    0.13    2.14    31.8   0.284   0.032   1.856   0.216     1.4     8.6     0.9    66.3      18    7.75    0.02   58.55    3.57     0.0     0.0     0.4     1.4     3.3     4.1     5.9    22.9    17.2    11.2      0.      0.      1.      3.      3.      0.      1.      3.      3.      4.     0.0     0.0     0.0     0.0     0.2     0.3     0.6     3.3     2.2     1.1     0.0     0.0     0.4     1.4     3.1     3.8     5.2    19.7    14.9    10.1     0.0     0.0     0.0     0.0     0.1     0.1     0.3     1.4     1.1     0.6
 1975 030    91    0.18    0.94    0.13    2.20    31.8   0.291   0.032   1.909   0.219     1.4     8.6     0.9    59.3      18    6.75    0.02   52.59    3.28     0.0     0.0     0.3     1.3     3.0     3.9     5.6    17.3    16.3    11.7      0.      0.      2.      3.      3.      0.      1.      3.      3.      4.     0.0     0.0     0.0     0.0     0.1     0.3     0.6     2.4     2.1     1.2     0.0     0.0     0.3     1.2     2.9     3.6     5.0    14.9    14.2    10.6     0.0     0.0     0.0     0.0     0.1     0.1     0.3     1.2     1.0     0.6
 1975 031    92    0.18    0.95    0.13    2.25    31.8   0.297   0.032   1.955   0.222     1.5     8.9     0.9    51.3      19    5.67    0.02   45.64    2.94     0.0     0.0     0.2     1.2     2.8     3.7     5.4    12.9    13.9    11.2      0.      0.      2.      3.      3.      0.      1.      3.      3.      4.     0.0     0.0     0.0     0.0     0.1     0.3     0.6     1.8     1.8     1.1     0.0     0.0     0.2     1.1     2.7     3.4     4.9    11.1    12.1    10.1     0.0     0.0     0.0     0.0     0.1     0.1     0.2     1.0     0.9     0.6
 1975 032    93    0.18    0.96    0.13    2.30    31.9   0.302   0.032   1.996   0.225     1.5     8.8     0.9    46.6      21    5.01    0.02   41.56    2.72     0.0     0.0     0.2     1.2     2.8     3.7     5.5    10.8    12.1    10.4      0.      0.      2.      3.      3.      0.      1.      4.      3.      4.     0.0     0.0     0.0     0.0     0.1     0.3     0.6     1.5     1.6     1.1     0.0     0.0     0.2     1.1     2.7     3.4     5.0     9.3    10.5     9.4     0.0     0.0     0.0     0.0     0.0     0.1     0.2     0.9     0.9     0.6
 1975 033    94    0.18    0.97    0.14    2.34    31.9   0.306   0.032   2.033   0.227     1.7    10.4     1.0    41.4      22    4.36    0.02   36.99    2.48     0.0     0.0     0.1     1.1     2.6     3.5     5.4     9.1    10.3     9.2      0.      0.      2.      4.      3.      0.      1.      4.      4.      5.     0.0     0.0     0.0     0.0     0.1     0.2     0.5     1.2     1.3     0.9     0.0     0.0     0.1     1.0     2.5     3.3     4.8     7.9     8.9     8.3     0.0     0.0     0.0     0.0     0.0     0.1     0.2     0.8     0.8     0.5
 1975 034    95    0.18    0.98    0.14    2.38    31.9   0.310   0.032   2.066   0.230     1.8    11.1     1.1    36.6      24    3.83    0.02   32.76    2.26     0.0     0.0     0.1     0.9     2.3     3.2     5.1     8.1     8.9     8.1      0.      0.      2.      4.      4.      0.      1.      4.      4.      5.     0.0     0.0     0.0     0.0     0.1     0.2     0.5     1.1     1.1     0.8     0.0     0.0     0.1     0.8     2.2     3.0     4.6     7.0     7.7     7.2     0.0     0.0     0.0     0.0     0.0     0.1     0.2     0.7     0.7     0.5
 1975 035    96    0.19    0.99    0.14    2.39    31.9   0.312   0.032   2.082   0.231     2.0    12.0     1.2    17.5      28    1.80    0.03   15.69    1.27     0.0     0.0     0.0     0.4     1.0     1.5     2.3     3.9     4.3     4.0      0.      0.      3.      5.      5.      1.      1.      4.      4.      5.     0.0     0.0     0.0     0.0     0.0     0.1     0.2     0.5     0.6     0.4     0.0     0.0     0.0     0.4     1.0     1.4     2.1     3.4     3.8     3.6     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.4     0.4     0.3
 1975 036    97    0.19    1.00    0.14    2.40    32.0   0.313   0.032   2.089   0.232     2.0    12.4     1.2     8.3      28    0.85    0.03    7.46    0.67     0.0     0.0     0.0     0.2     0.5     0.7     1.1     1.8     2.1     2.0      0.      0.      3.      5.      5.      1.      1.      4.      4.      5.     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.2     0.3     0.2     0.0     0.0     0.0     0.2     0.5     0.6     1.0     1.6     1.8     1.8     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.2     0.2     0.2
 1975 037    98    0.19    1.01    0.14    2.41    32.0   0.313   0.032   2.095   0.232     2.0    12.7     1.3     6.4      26    0.70    0.03    5.67    0.57     0.0     0.0     0.0     0.0     0.2     0.3     0.5     1.6     1.9     1.8      0.      0.      3.      5.      4.      1.      1.      4.      4.      5.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.2     0.2     0.0     0.0     0.0     0.0     0.2     0.3     0.4     1.4     1.7     1.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.2     0.1
 1975 038    99    0.19    1.03    0.14    2.41    32.0   0.314   0.032   2.099   0.233     2.0    12.8     1.3     5.0      25    0.60    0.02    4.45    0.49     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.5     1.8     1.8      0.      0.      2.      4.      4.      1.      1.      4.      4.      5.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.2     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.3     1.6     1.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.2     0.1
 1975 039   100    0.20    1.04    0.14    2.42    32.0   0.315   0.032   2.103   0.233     2.1    12.9     1.3     4.6      24    0.54    0.02    4.05    0.45     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.3     1.6     1.6      0.      0.      2.      4.      4.      1.      1.      4.      4.      5.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.2     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.1     1.4     1.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.2     0.1
 1975 040   101    0.20    1.05    0.14    2.42    32.1   0.315   0.032   2.106   0.233     2.1    13.1     1.3     3.1      24    0.35    0.02    2.71    0.30     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.5     1.6      0.      0.      3.      4.      4.      1.      1.      3.      4.      5.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.3     1.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.1
 1975 041   102    0.20    1.07    0.15    2.42    32.1   0.315   0.032   2.108   0.234     2.1    13.1     1.3     2.7      30    0.31    0.03    2.42    0.27     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.3     1.4      0.      0.      3.     11.      4.      1.      1.      3.      3.      5.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.1     1.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
 1975 042   103    0.20    1.08    0.15    2.43    32.1   0.315   0.032   2.111   0.234     1.7    11.1     1.1     2.6      27    0.30    0.03    2.33    0.26     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.3     1.4      0.      0.      2.     10.      4.      1.      1.      3.      3.      4.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.1     1.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
 1975 043   104    0.20    1.09    0.15    2.43    32.1   0.316   0.032   2.113   0.234     1.5     9.8     0.9     2.6      20    0.30    0.02    2.30    0.25     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.2     1.4      0.      0.      1.      3.      3.      1.      1.      3.      3.      4.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.1     1.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
 1975 044   105    0.20    1.10    0.15    2.43    32.2   0.316   0.032   2.115   0.234     1.5    10.0     1.0     2.5      19    0.29    0.02    2.24    0.24     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.2     1.3      0.      0.      1.      3.      3.      1.      1.      3.      3.      4.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.0     1.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
 1975 045   106    0.21    1.11    0.15    2.43    32.2   0.316   0.032   2.117   0.235     1.6    10.6     1.0     2.4      19    0.27    0.02    2.11    0.23     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.2     1.1      0.      0.      1.      3.      3.      1.      1.      3.      3.      5.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.1     1.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1
 1975 046   107    0.21    1.12    0.15    2.44    32.2   0.317   0.032   2.120   0.235     1.5     9.9     0.9     3.0      16    0.35    0.02    2.69    0.29     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.8     1.3      0.      0.      1.      2.      2.      0.      1.      3.      3.      4.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.6     1.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.1
 1975 047   108    0.21    1.13    0.15    2.44    32.2   0.317   0.032   2.124   0.235     1.7    11.1     1.0     4.8      16    0.57    0.02    4.26    0.44     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.0     1.8      0.      0.      1.      2.      2.      0.      0.      3.      3.      4.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.6     1.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.1
 1975 048   109    0.21    1.14    0.15    2.46    32.2   0.319   0.032   2.138   0.236     1.7    11.1     1.0    15.7      15    1.76    0.02   13.99    1.17     0.0     0.0     0.0     0.0     0.0     0.0     3.9     5.3     4.1     2.5      0.      0.      1.      2.      2.      0.      0.      3.      3.      4.     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.7     0.5     0.3     0.0     0.0     0.0     0.0     0.0     0.0     3.6     4.6     3.5     2.3     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.5     0.4     0.2
 1975 049   110    0.21    1.15    0.15    2.47    32.2   0.321   0.032   2.150   0.238     1.4     9.5     0.9    13.7      15    1.66    0.01   12.04    1.15     0.0     0.0     0.0     0.0     0.0     0.0     0.0     5.7     4.8     3.2      0.      0.      1.      2.      2.      0.      0.      3.      3.      4.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.7     0.6     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     5.0     4.2     2.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.5     0.4     0.2
 1975 050   111    0.21    1.16    0.15    2.49    32.2   0.323   0.032   2.164   0.239     1.4     9.3     0.9    15.7      14    1.90    0.01   13.84    1.28     0.0     0.0     0.0     0.0     0.0     0.0     0.0     6.3     5.5     3.9      0.      0.      1.      2.      2.      0.      0.      2.      3.      4.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.8     0.7     0.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     5.6     4.8     3.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.5     0.5     0.3
 1975 051   112    0.21    1.17    0.16    2.50    32.3   0.325   0.032   2.179   0.240     1.6    10.9     1.0    16.8      14    2.02    0.01   14.80    1.35     0.0     0.0     0.0     0.0     0.0     0.0     0.0     6.5     6.0     4.4      0.      0.      1.      2.      2.      0.      0.      2.      3.      4.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.8     0.8     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     5.7     5.2     3.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.5     0.5     0.3
 1975 052   113    0.22    1.18    0.16    2.51    32.3   0.325   0.032   2.186   0.241     1.8    12.2     1.1     7.6      16    0.90    0.02    6.73    0.69     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.8     2.7     2.1      0.      0.      1.      2.      2.      0.      1.      2.      3.      4.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.3     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.5     2.4     1.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.3     0.2
 1975 053   114    0.22    1.19    0.16    2.51    32.3   0.326   0.032   2.188   0.241     1.8    12.5     1.1     3.1      17    0.36    0.02    2.74    0.30     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.1     1.1     0.9      0.      0.      1.      3.      3.      0.      1.      3.      3.      4.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.0     1.0     0.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1
 1975 054   115    0.22    1.21    0.16    2.52    32.3   0.326   0.032   2.192   0.242     1.9    12.6     1.1     3.5      16    0.40    0.02    3.12    0.33     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.9     0.9     1.7      0.      0.      1.      2.      3.      0.      1.      2.      3.      4.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.8     0.8     1.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1
 1975 055   116    0.22    1.22    0.16    2.52    32.3   0.327   0.032   2.195   0.242     1.9    12.7     1.2     3.8      16    0.43    0.02    3.34    0.35     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.5     0.7     1.5      0.      0.      1.      2.      3.      0.      1.      2.      3.      4.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.1     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.3     0.6     1.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1
 1975 056   117    0.22    1.23    0.16    2.52    32.3   0.327   0.032   2.198   0.242     1.9    12.9     1.2     3.3      21    0.37    0.02    2.92    0.31     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.5     0.4     1.3      0.      0.      1.      2.      8.      0.      1.      2.      3.      4.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.3     0.4     1.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.1
